"id" "time" "group" "y"
4 35 1 1.01186419506584
4 36 1 -0.853632271715079
4 37 1 6.17439605324768
4 38 1 0.0905663791371756
4 39 1 4.59108429535827
4 40 1 -4.0966080071487
5 0 1 15.8218480580933
5 1 1 11.6068678351541
5 3 1 14.2987547594527
5 4 1 16.0960901588539
5 5 1 15.4004471666206
5 6 1 13.2902147916584
5 7 1 8.30287606601175
5 8 1 13.2628091107789
5 9 1 14.0009534195226
5 10 1 12.7356778216793
5 11 1 12.7057303268484
5 13 1 12.7611815218105
5 15 1 10.5861807145989
5 16 1 13.8508158848944
5 17 1 11.8774225817684
5 18 1 8.02957027564895
5 19 1 13.3354696039892
5 21 1 12.5104711920624
5 23 1 11.2211113169556
5 24 1 5.42861664601952
5 25 1 7.61073937117782
5 26 1 10.0964937038055
5 27 1 8.49738183041218
5 28 1 8.95662646594779
5 29 1 13.6788408981246
5 30 1 5.70338243641789
5 31 1 2.32839448045659
5 32 1 7.80965183299918
5 33 1 5.21420546520411
5 34 1 7.74898316453298
5 35 1 4.36871642358405
5 36 1 11.7239712409351
5 37 1 5.58159267858997
5 38 1 4.41879502479484
5 39 1 4.96466394310477
5 40 1 7.4102015072186
6 2 1 14.7523987626535
6 5 1 13.6118095921622
6 6 1 12.5464097388998
6 7 1 13.9795037288268
6 9 1 13.7691198816272
6 10 1 12.3949948150084
6 11 1 11.5974601942208
6 12 1 10.1296033986513
6 13 1 10.6558365840671
6 14 1 12.1924897540587
6 15 1 11.5918708619162
6 16 1 11.1412386091083
6 17 1 9.94398681132027
6 18 1 9.30571923096977
6 19 1 10.4658056038882
6 20 1 9.10813867935716
6 21 1 7.94369402198813
6 22 1 8.23891727623398
6 23 1 8.29246531311985
6 24 1 9.69569219317359
6 25 1 10.0543694559084
6 26 1 8.95298780037091
6 29 1 5.79560573108053
6 30 1 7.03843936118479
6 31 1 5.25813050186814
6 32 1 7.60630743277124
6 33 1 6.80844538886325
6 34 1 7.86721185858695
6 35 1 5.50701843979067
6 37 1 5.16055786375395
6 38 1 5.63050164547927
6 40 1 5.10414952928405
7 2 1 17.9098765454616
7 4 1 14.1035909619731
7 6 1 17.2116465411483
7 7 1 14.43245241047
7 8 1 14.6726168130885
7 9 1 13.406636116952
7 10 1 14.6696979587774
7 12 1 16.2418002122488
7 15 1 16.3819502639224
7 16 1 11.6013365105183
7 17 1 13.3952662919946
7 19 1 14.1208305815313
7 20 1 11.7398106284014
7 24 1 10.6971704003009
7 25 1 10.3205253379562
7 26 1 11.366761484172
7 27 1 12.2891677491367
7 30 1 10.5365750512329
7 31 1 9.74034770239511
7 34 1 8.03411799114748
7 35 1 9.04103672847701
7 38 1 6.61251490047984
7 40 1 6.54246152211018
8 0 1 11.926641693595
8 1 1 11.0566791319236
8 2 1 15.1363187883843
8 3 1 9.81937344573404
8 4 1 9.67729122500514
8 5 1 7.2202532217603
8 6 1 10.0462792495951
8 7 1 11.7364747776563
8 8 1 5.26736773667299
8 9 1 8.84798468387945
8 10 1 6.59097973906882
8 11 1 12.0093114356104
8 12 1 11.6065372468325
8 13 1 9.12056399845233
8 14 1 11.3264387466977
8 15 1 5.92082582577135
8 16 1 9.79887778521538
8 17 1 6.03181095928657
8 18 1 7.87700816423232
8 19 1 6.17606086758935
8 20 1 5.96850483776586
8 22 1 7.45296464091561
8 23 1 2.6895535201876
8 24 1 5.00979642481631
8 26 1 5.56113361933454
8 27 1 3.85238579750296
8 28 1 4.89917007969709
8 29 1 3.55140635741751
8 30 1 8.37708821133921
8 31 1 5.773080416054
8 32 1 11.5707311529619
8 33 1 1.22981332432604
8 34 1 5.35436739015197
8 35 1 8.66826752463042
8 36 1 3.46867198851858
8 37 1 -0.668552074436382
8 38 1 -0.730985726134967
8 39 1 1.77824910358433
8 40 1 5.42690837953434
9 0 0 18.1861092079028
9 5 0 12.7918288939081
9 8 0 12.0773669648405
9 10 0 12.9867700141048
9 11 0 13.4221681910282
9 13 0 10.5806957148347
9 16 0 11.0714457974873
9 17 0 8.95739270684203
9 18 0 7.04929405274805
9 19 0 12.8842235232804
9 21 0 8.85350721332268
9 23 0 7.30827854317822
9 26 0 12.1612171402594
9 27 0 5.83077138710639
9 28 0 11.4356632444784
9 30 0 5.49787941773995
9 32 0 3.72348693110534
9 34 0 0.836136060884739
9 35 0 2.93257989549498
9 37 0 6.78658281147984
9 38 0 0.745772873711567
9 39 0 7.63440767222815
9 40 0 8.24804166816516
10 0 1 16.2189840591749
10 1 1 15.7281754670476
10 2 1 14.7860925690792
10 3 1 16.7821105897587
10 4 1 13.8399084515185
10 5 1 14.5431665863118
10 6 1 14.1565002507714
10 7 1 14.900942753522
10 8 1 15.8890482966851
10 9 1 14.391940706136
10 10 1 15.1633662236584
10 11 1 14.1983250606242
10 13 1 12.0447556427891
10 14 1 12.6464326514664
10 15 1 13.988492679178
10 16 1 10.109031595489
10 17 1 12.2044341420689
10 19 1 11.0966382889188
10 20 1 12.1813712604696
10 21 1 11.7762213461412
10 22 1 10.9440495301478
10 23 1 12.2847748638565
10 24 1 7.99571301420232
10 25 1 11.0342556558606
10 26 1 7.38013104311204
10 27 1 10.1116426417334
10 28 1 9.1726789591939
10 29 1 10.1646801384327
10 30 1 8.65974886846285
10 31 1 6.03464610028786
10 32 1 5.12218685820161
10 33 1 8.59322475373174
10 34 1 7.4381522369382
10 36 1 6.18139207293158
10 37 1 6.32080491077724
10 38 1 5.5085982143265
10 39 1 6.05137214024005
10 40 1 4.57747267362213
11 0 1 5.88580067430551
11 1 1 14.5740275888887
11 2 1 10.727002158936
11 4 1 12.1582792251414
11 5 1 13.5767171428536
11 7 1 12.6806361324643
11 8 1 7.93950265413209
11 9 1 14.4523040556983
11 10 1 4.43518120010485
11 12 1 11.6476754369848
11 13 1 7.05986157229476
11 14 1 2.28757805874741
11 15 1 2.14271188265301
11 16 1 8.73517472611229
11 17 1 15.0276849546219
11 18 1 8.34544131004307
11 19 1 10.9938147016201
11 20 1 9.78787672780773
11 21 1 4.4329967759063
11 22 1 9.74586997596022
11 23 1 7.42129017448925
11 25 1 6.42263906071892
11 26 1 9.05146345036985
11 27 1 7.91187344025146
11 29 1 2.34999136152862
11 30 1 5.92005414169336
11 31 1 0.793779239081057
11 32 1 6.35418250675231
11 33 1 2.0062157057401
11 34 1 5.20354883223695
11 35 1 4.63861940899789
11 36 1 1.85345343926265
11 37 1 4.56141157410186
11 38 1 4.77380218201248
11 39 1 1.23390787306487
11 40 1 6.80656672192322
12 0 0 15.1709459684646
12 1 0 17.1988400559321
12 2 0 15.9488396987447
12 5 0 15.6317956273983
12 6 0 13.5727723529396
12 8 0 12.1586003626383
12 9 0 15.4433745674427
12 10 0 13.5308542099952
12 11 0 11.5010389482087
12 13 0 12.1853848075024
12 14 0 10.837943598988
12 16 0 11.6210380815359
12 17 0 12.9916237729618
12 18 0 10.0415061278986
12 19 0 10.8291941432273
12 21 0 10.9701692887875
12 22 0 8.86362258556046
12 23 0 6.52947971122205
12 25 0 8.73525130418295
12 27 0 7.0018651077911
12 30 0 9.7048748432652
12 31 0 7.47624770629234
12 32 0 7.04949832968702
12 33 0 3.93051065032064
12 34 0 4.73834298531476
12 35 0 7.59157428402347
12 36 0 5.97801381732058
12 37 0 4.64672728361639
12 38 0 2.72334211108793
12 39 0 10.1735076692437
12 40 0 7.83521240608046
13 0 1 10.5562795478819
13 2 1 12.0058580254598
13 3 1 13.2807279003651
13 4 1 10.5905704228074
13 5 1 11.1775250366394
13 6 1 11.0300577120375
13 7 1 12.2990660748361
13 9 1 10.7630495793688
13 10 1 8.0323574013928
13 11 1 8.31226706224607
13 12 1 7.98015058331431
13 14 1 8.78225267446456
13 16 1 8.06506908306159
13 17 1 8.38662330670421
13 18 1 6.55053619114949
13 19 1 6.73091701730468
13 21 1 8.0071066003016
13 22 1 6.41012310269008
13 23 1 5.25319492967186
13 24 1 7.67206481016736
13 25 1 5.84354850246057
13 26 1 4.02962259061288
13 27 1 8.22537555504458
13 28 1 3.06684497532195
13 29 1 1.73445656693269
13 30 1 0.627048011190221
13 32 1 5.23387357697348
13 33 1 2.85996632669592
13 34 1 3.06903371965248
13 35 1 3.85405106378049
13 36 1 2.20401871957067
13 37 1 -0.197875805853059
13 38 1 -1.12621200924132
13 39 1 1.66852890333283
13 40 1 2.40909329052985
14 1 0 17.4685545301019
14 2 0 15.1574673453423
14 3 0 16.0963936142529
14 7 0 13.6236800362791
14 8 0 14.0351742375544
14 9 0 18.6124421568099
14 10 0 11.7155000925297
14 11 0 14.2029698740166
14 15 0 17.3398369149215
14 17 0 11.089578511658
14 18 0 14.5690062681761
14 19 0 8.75439742582221
14 20 0 11.6611026884958
14 21 0 8.4567175527073
14 23 0 7.04208919823965
14 24 0 8.02822975267563
14 25 0 7.37641723579464
14 26 0 8.36356479858963
14 27 0 7.18580525387447
14 29 0 8.50440839286818
14 30 0 9.76250983933999
14 31 0 6.01333778571321
14 32 0 7.98412660782294
14 33 0 2.99356926300834
14 34 0 7.59983659007256
14 36 0 7.73677573124499
14 37 0 4.05332908320392
14 38 0 7.55913093248104
14 39 0 11.6210708367
15 0 1 13.8756611466436
15 1 1 14.1757621930899
15 2 1 12.9587283189715
15 3 1 12.6670024020083
15 4 1 12.5623530297826
15 5 1 10.7495964434011
15 7 1 13.7019587903329
15 8 1 12.9535658341731
15 9 1 10.9266999578732
15 10 1 11.5074640295253
15 13 1 9.99859190252192
15 14 1 11.2697381834623
15 15 1 10.1322926215838
15 16 1 11.3290787476445
15 17 1 10.8393032348113
15 18 1 7.89607564318551
15 19 1 8.87189442331152
15 20 1 7.96379063269087
15 21 1 8.82650716928009
15 22 1 8.96560011055298
15 23 1 7.06791915668156
15 24 1 8.98643115380998
15 25 1 8.76327444568761
15 26 1 8.78608192793997
15 27 1 6.10885730146527
15 28 1 6.61116550864797
15 29 1 7.8623065415383
15 30 1 7.11984654173461
15 31 1 5.64631425370598
15 32 1 6.14496402271352
15 33 1 6.88648809686291
15 34 1 4.16941761277715
15 35 1 5.70485742372119
15 36 1 3.33647455209481
15 37 1 3.4138159212829
15 38 1 5.84108414563869
15 39 1 2.84195715337811
15 40 1 2.19709647178353
16 2 1 9.86623593091314
16 3 1 7.17294149983604
16 4 1 8.6673174757921
16 6 1 8.57296000280516
16 7 1 9.29064801961417
16 8 1 7.78945633126385
16 9 1 9.73845632909831
16 10 1 9.36872476736975
16 12 1 3.40615116675282
16 14 1 4.68710301909326
16 15 1 3.63969202594026
16 16 1 5.80113723320973
16 18 1 10.0820629440225
16 20 1 6.32493362896512
16 24 1 1.66971209636598
16 25 1 5.3578078650725
16 28 1 2.76430435980547
16 30 1 3.42763148697164
16 31 1 3.14628830055972
16 35 1 -2.10800351075207
16 37 1 4.6632739433065
16 39 1 3.34030631438098
17 0 1 13.2212502856789
17 2 1 12.2386454319808
17 5 1 12.0853403108817
17 7 1 11.2817861219381
17 8 1 9.74114992304598
17 13 1 9.34080311085732
17 16 1 6.18376304825994
17 19 1 8.23826502189536
17 21 1 8.31647534119917
17 22 1 5.81463684032369
17 24 1 3.71510611017196
17 28 1 3.4049939236285
17 30 1 3.4095633312258
17 31 1 6.30561538210175
17 32 1 4.39403124432273
17 34 1 2.17666874774892
17 35 1 4.41591400824735
17 37 1 0.0266621874155359
17 39 1 2.27999653295951
17 40 1 4.02429692242948
18 0 0 15.0388630931736
18 1 0 13.4903926919211
18 2 0 13.5836301410541
18 5 0 11.8581699072735
18 10 0 13.0243506139033
18 11 0 13.8031151975793
18 12 0 14.5416446421994
18 13 0 11.1262269618814
18 14 0 13.263980562294
18 16 0 9.1251522031133
18 17 0 10.3400122074325
18 18 0 11.7453887878223
18 20 0 7.83701262785507
18 21 0 11.3338922981442
18 22 0 9.26181901279604
18 24 0 8.13381059164638
18 27 0 7.08727230477062
18 28 0 8.56606299286548
18 29 0 9.01077000642301
18 30 0 9.04547986287044
18 33 0 5.11147978881676
18 34 0 5.70211930132445
18 35 0 5.44184781128002
18 36 0 7.90779615396506
18 39 0 7.19519171974843
19 0 0 12.5124883561831
19 1 0 15.2608449866666
19 2 0 11.5285438515977
19 3 0 11.3611966486352
19 4 0 13.6721650676178
19 5 0 13.0354465287208
19 6 0 13.1312209972707
19 7 0 12.4956550073121
19 8 0 11.025733088541
19 9 0 11.5868504973411
19 10 0 14.9813640380224
19 11 0 11.3177895392401
19 12 0 8.30262673135299
19 13 0 9.04205497166154
19 14 0 8.21591424923154
19 15 0 8.38378209264483
19 16 0 7.31525319080711
19 18 0 3.678289958595
19 19 0 10.8808700745481
19 20 0 10.6254194360052
19 21 0 8.27256069113069
19 22 0 6.90499451775223
19 23 0 6.42817151721026
19 24 0 9.06114517803786
19 25 0 8.4039410406983
19 26 0 8.63646994620849
19 27 0 7.36740101749448
19 28 0 8.64958945046844
19 29 0 7.94178201804073
19 30 0 8.0263723620132
19 31 0 7.63037281751986
19 32 0 10.4204390304133
19 33 0 3.08858725097827
19 34 0 9.60084094574203
19 35 0 4.46127244323631
19 36 0 4.92984806701446
19 37 0 5.07676933828811
19 38 0 3.36972625874536
19 39 0 -2.75614235829428
19 40 0 3.22527000041782
20 0 0 12.0021361048081
20 1 0 11.0408506279394
20 2 0 14.4481367629649
20 4 0 10.338465392413
20 7 0 11.81911611159
20 11 0 9.7225891878039
20 12 0 8.61216509072623
20 14 0 10.4075900564632
20 15 0 10.3656979664226
20 18 0 11.2784831746204
20 24 0 8.08480091023889
20 25 0 6.92499437807709
20 26 0 12.1424362130617
20 28 0 5.12457442396492
20 30 0 3.86479111388422
20 31 0 4.57588705641303
20 32 0 5.21460444439688
20 33 0 6.48377741870829
20 34 0 5.84762860495854
20 35 0 4.46766308144262
20 37 0 2.29034012065907
20 38 0 6.48528847259576
20 39 0 5.78111729451493
20 40 0 1.78567047068799
21 1 1 12.0495057937474
21 2 1 10.9062910152425
21 3 1 14.7500560381689
21 5 1 13.2024757046267
21 7 1 12.3324434395232
21 9 1 12.8229854210433
21 11 1 6.73143170217585
21 13 1 13.2424565674784
21 15 1 11.0229577105885
21 16 1 12.2546434788635
21 18 1 7.14371862326501
21 19 1 3.09312524174162
21 20 1 6.95735568690766
21 22 1 5.10365629525286
21 25 1 14.3760213592255
21 26 1 5.59732811236137
21 27 1 5.98556663149611
21 28 1 9.9843750978897
21 37 1 6.45554071793187
21 39 1 6.19706197892916
21 40 1 13.3301650825
22 0 1 14.6554312155327
22 1 1 6.82717707778229
22 2 1 12.2533452801867
22 3 1 7.92265705557353
22 4 1 12.9404042940973
22 9 1 10.4126838293732
22 12 1 8.71022446090521
22 13 1 7.34066697231195
22 14 1 2.94795890119989
22 15 1 4.94726989795275
22 17 1 4.51567433592338
22 18 1 9.47795877133137
22 19 1 5.52125114666504
22 20 1 5.39286940475698
22 27 1 2.14516609735477
22 29 1 3.52183005074888
22 30 1 -1.96849799217614
22 31 1 5.73426985086966
22 33 1 4.69532901767406
22 34 1 6.40290166289085
22 35 1 1.4947658537684
22 36 1 4.32341192271381
22 40 1 -2.91808621716174
23 1 1 13.3652036315537
23 2 1 15.5557319493264
23 4 1 8.8352874481413
23 5 1 11.4221006394202
23 6 1 12.3688405596035
23 8 1 12.3727544427892
23 9 1 12.5679031099436
23 10 1 12.7528698309895
23 11 1 8.53148487285341
23 12 1 11.0933850916077
23 14 1 11.5806856544588
23 15 1 12.8890761823359
23 16 1 9.85760851226798
23 17 1 12.9780081359583
23 18 1 9.01906988197188
23 19 1 9.22877439597568
23 20 1 9.40411335041261
23 26 1 6.49658237663456
23 27 1 8.88708812120702
23 28 1 4.12079215965084
23 29 1 6.81648705598896
23 30 1 5.36682750673016
23 31 1 5.08985112707053
23 32 1 8.7133452888055
23 33 1 8.26052620540826
23 34 1 9.30891042435587
23 35 1 4.70711086024977
23 36 1 5.15617025143172
23 37 1 1.09723421569556
23 38 1 3.63600612788305
23 40 1 8.45126867313862
24 0 1 11.4796185583611
24 1 1 12.3971986454993
24 2 1 9.86370951429818
24 4 1 10.0437778685053
24 5 1 10.8170187606136
24 7 1 10.7169059603483
24 8 1 8.75364470225999
24 10 1 7.82000278889738
24 11 1 10.4498367956517
24 14 1 7.66813930124275
24 16 1 5.06012596883643
24 17 1 4.06375084915646
24 19 1 8.57312306160251
24 20 1 7.03836851253182
24 21 1 6.83759986950725
24 23 1 8.37044879782205
24 24 1 8.41704022706004
24 25 1 6.70816181605962
24 26 1 0.535997401955435
24 27 1 3.58258443148925
24 28 1 0.0272346572784157
24 29 1 6.86237923312556
24 30 1 2.13273177154292
24 31 1 -2.39217852404385
24 33 1 2.49920404817836
24 35 1 1.35251968733373
24 37 1 4.36241106444512
24 38 1 0.713554420537496
25 0 0 13.2349895858573
25 1 0 14.5318303995758
25 2 0 12.3381806032288
25 3 0 13.1249130825356
25 4 0 13.8651225432404
25 5 0 10.1162234083336
25 6 0 11.1665454604568
25 7 0 13.3416590007948
25 8 0 11.1420626673697
25 9 0 7.42395300695145
25 10 0 9.85029060524982
25 11 0 12.3252076105641
25 12 0 10.0349112549391
25 14 0 9.5576824341639
25 15 0 9.74169519931692
25 16 0 10.9775664710625
25 17 0 8.63669283064356
25 18 0 10.0752270911065
25 19 0 10.0059074607612
25 20 0 6.91579615314331
25 21 0 8.37806175958419
25 22 0 7.25670570243681
25 23 0 8.75919588520374
25 24 0 4.92934410645849
25 25 0 10.3869505468129
25 26 0 9.7988649787199
25 27 0 5.37149361249258
25 28 0 5.44072633897416
25 29 0 4.71022638356416
25 30 0 5.96977946620463
25 31 0 4.98859036609666
25 32 0 5.9673287980806
25 33 0 1.66648495146943
25 34 0 5.56646731870548
25 35 0 5.02232284096305
25 36 0 1.37701833383727
25 37 0 5.07560831410605
25 38 0 4.35774049338378
25 39 0 3.49075301630233
25 40 0 3.71104920469545
26 0 0 14.9987550671131
26 1 0 13.7258425266196
26 5 0 13.6467427006603
26 6 0 15.3851771688844
26 7 0 15.1157563406805
26 9 0 12.2154841229035
26 10 0 11.487325929106
26 11 0 10.7359859471251
26 12 0 12.714476037811
26 13 0 14.1224364253402
26 16 0 9.75705646992214
26 17 0 13.5991051602437
26 20 0 12.4293109163947
26 21 0 10.8320428708097
26 22 0 10.1590759875831
26 24 0 11.3973089677022
26 27 0 7.84563905741379
26 28 0 7.67686891872503
26 29 0 7.98363564924611
26 36 0 6.1096327666004
26 39 0 6.17180998348677
26 40 0 7.49574504053612
27 0 0 16.8025169764412
27 1 0 17.8778951525147
27 3 0 17.7026962036844
27 4 0 13.4833011962178
27 6 0 16.5376521250516
27 7 0 16.1206441889418
27 11 0 15.44161223462
27 12 0 12.1218115125717
27 13 0 17.4433372728545
27 14 0 8.72454466174178
27 17 0 12.3989514743571
27 18 0 12.3460005280912
27 19 0 11.6192593043945
27 22 0 12.5148700210255
27 24 0 10.8700723201235
27 27 0 8.37986729473609
27 28 0 12.3955407044869
27 29 0 8.80612914009338
27 30 0 10.3558025637511
27 31 0 7.54323745450987
27 34 0 5.93512410240061
27 35 0 6.61570594203343
27 36 0 5.39709076906609
27 38 0 8.28959456248275
28 0 1 17.1921012303209
28 1 1 17.1349441494232
28 2 1 15.202371216403
28 4 1 14.4845664224276
28 5 1 12.1326251970681
28 6 1 11.3836152020009
28 7 1 12.2710987363046
28 8 1 12.9055838492586
28 9 1 10.9978271063979
28 10 1 14.3003826069876
28 11 1 10.8402455089122
28 12 1 12.8489451566399
28 13 1 13.6780308792007
28 14 1 9.25116780891894
28 15 1 13.5283054167731
28 16 1 6.77124479717131
28 17 1 11.4007968680338
28 18 1 13.8822911451214
28 20 1 11.3722181823986
28 21 1 11.9221243797135
28 22 1 8.44188762381037
28 24 1 9.84083967132956
28 25 1 11.4408011113214
28 26 1 5.60448596595147
28 27 1 10.748157105324
28 29 1 4.57091234486616
28 30 1 6.47082923342256
28 31 1 13.769871798102
28 32 1 8.41634511967426
28 33 1 6.69247949410764
28 34 1 9.10995822445882
28 35 1 5.80230685720011
28 36 1 7.75035030015745
28 37 1 5.03066625340667
28 38 1 -0.451564773160368
28 39 1 6.65649532467562
28 40 1 3.81137324627144
29 0 1 10.3371994346877
29 1 1 11.0893134015498
29 2 1 14.5052127801608
29 3 1 15.7879327837103
29 4 1 9.11811491735192
29 5 1 10.4879993829161
29 6 1 11.4745010465415
29 7 1 11.6471771683646
29 8 1 10.5883022808854
29 9 1 8.96397041411943
29 10 1 12.0497546575434
29 11 1 11.2340594332637
29 12 1 9.74630897464296
29 13 1 9.86818078735696
29 14 1 7.4461773625531
29 15 1 8.89464091602816
29 16 1 9.92126449096813
29 17 1 5.68846133241781
29 19 1 8.20895809323821
29 20 1 5.0718622752465
29 21 1 10.2249664975633
29 22 1 5.64946529549689
29 24 1 4.73377203823997
29 25 1 4.37683290670902
29 26 1 7.44810620801449
29 27 1 5.18626485626023
29 28 1 4.23738027019894
29 29 1 1.75734975554608
29 30 1 8.77282827484399
29 31 1 6.60755855639718
29 32 1 5.58810173308952
29 33 1 3.29923991213174
29 34 1 -1.23580225933878
29 35 1 2.55125813566979
29 36 1 4.48741915589008
29 37 1 1.28715252593671
29 38 1 0.0132348772885407
29 39 1 6.51129730013746
29 40 1 -1.93551838341012
30 0 1 7.32630440497263
30 7 1 5.74463327158841
30 9 1 9.75834291225936
30 10 1 4.79438192166858
30 11 1 4.99805974968391
30 12 1 3.79091919735138
30 16 1 5.53255444845262
30 20 1 5.07523266826668
30 22 1 5.2845787262999
30 23 1 2.77109156685259
30 25 1 0.773903091981488
30 26 1 -5.9464440188645
30 28 1 4.98743722559422
30 29 1 4.70144002247849
30 30 1 3.1971905854372
30 31 1 -0.763742523717621
30 32 1 3.63374815468623
30 33 1 4.23782686519165
30 36 1 0.386041900582642
30 37 1 -0.868422499986154
30 40 1 -8.73385606008593
31 1 1 8.62590804221757
31 2 1 11.6265073013117
31 3 1 10.7911999776234
31 4 1 12.5627322382983
31 5 1 11.4736176553743
31 6 1 12.2828525546402
31 7 1 14.2409161020551
31 8 1 8.21535270458247
31 9 1 9.32179419176837
31 11 1 8.9055976262893
31 12 1 7.64920930265738
31 13 1 11.8957339273702
31 14 1 6.42875360047669
31 15 1 7.61938509669423
31 17 1 8.21068221820924
31 18 1 7.6228053709391
31 19 1 6.8201081937968
31 20 1 6.26510086047516
31 21 1 6.55863806227212
31 22 1 5.0863484411274
31 23 1 4.97137856884327
31 24 1 7.70837233657023
31 25 1 8.75710606692228
31 27 1 2.86332596949658
31 28 1 4.60304382236093
31 29 1 6.14822967415595
31 30 1 4.98543327833096
31 32 1 7.28531827462472
31 33 1 2.14735148060369
31 35 1 1.9657436405952
31 36 1 3.97503013859425
31 37 1 1.60987049083367
31 38 1 7.23902363115312
31 39 1 0.743402374658802
31 40 1 2.66788558976051
32 0 0 13.2209323157279
32 2 0 12.1006387592343
32 3 0 10.6852440236371
32 6 0 11.039794558115
32 7 0 11.2346613645672
32 8 0 10.3158675414429
32 9 0 11.7325655916762
32 10 0 11.6680649030172
32 11 0 10.2667754712626
32 12 0 8.9141788627889
32 13 0 10.642870092266
32 14 0 8.99345553486528
32 15 0 8.75956848995917
32 16 0 9.46994271868745
32 17 0 8.09703057592338
32 18 0 8.52501310392647
32 20 0 7.52858344736271
32 21 0 8.48041384252026
32 22 0 6.93341374783143
32 23 0 6.67718031090085
32 24 0 6.29158571030442
32 25 0 7.08439294787198
32 26 0 8.15078416408803
32 29 0 5.0709887660956
32 30 0 6.07062260318192
32 31 0 4.81829354209637
32 32 0 4.05872168735659
32 33 0 6.35190952486061
32 34 0 4.14823881069142
32 35 0 6.51141421016463
32 37 0 3.23398250486627
32 38 0 4.63233638017423
32 39 0 4.9553843001575
32 40 0 6.01468836619863
33 0 1 11.2503727189922
33 2 1 10.1994584631973
33 3 1 9.71584295313547
33 4 1 7.59665684880346
33 6 1 7.23306767434409
33 7 1 4.7757730638032
33 8 1 16.0092602483847
33 9 1 11.1095056714328
33 10 1 8.18480042699571
33 11 1 10.1053636193868
33 12 1 5.57842512639818
33 13 1 8.25340981924323
33 14 1 5.97267361169089
33 15 1 7.28547497135419
33 16 1 6.55762187029448
33 18 1 3.85896401399175
33 19 1 7.56383133012221
33 20 1 7.54210800441463
33 21 1 2.83321507148552
33 23 1 2.74174964892851
33 24 1 5.39974008633905
33 25 1 0.210936157799051
33 27 1 3.69302797791594
